,10,30,50,100
10,0.5429590019312871,0.5442358213052686,0.44592656342426124,0.5231066809664758
20,0.4773639941999025,0.5378160208805561,0.43527149004913995,0.47829202158666784
30,0.6119063338456393,0.4705563591628396,0.47416402322559015,0.5590715775041208
40,0.544268550108267,0.5679009143669819,0.4774034663219229,0.49483681685286923
50,0.45312640199757315,0.5337945982334712,0.48447220658889295,0.4768522637129199
70,0.48469773589983667,0.4760617924019297,0.5289992376124194,0.55278372586062
100,0.4766558518310049,0.46635328026848394,0.5189125384397629,0.4274939295922981
200,0.45904311376493845,0.4519653216260132,0.5219905561318235,0.4681196230550688
300,0.49331691400213745,0.5434740322963477,0.5267023958305179,0.4861803644878238
400,0.5056676404656534,0.4340191215879886,0.45736100601380597,0.536974270850618
500,0.5172574520644971,0.5357043816928012,0.4849714493245146,0.5376973185813247
700,0.45294483283826437,0.5039690861880732,0.5455442023942488,0.47514454718438515
1000,0.45832564906651174,0.5001610086793059,0.5270350830588755,0.523455479261836
